rank,company,city,state,industry,employees,score,tier,aide_target,angle,intent_topics,description,acct_num,score_intent,score_industry,score_ai,score_emp,score_acct
269,National Van Lines Inc.,Broadview,Illinois,Transportation,127,23,B-Tier,YES,AI Infrastructure,Generative AI,"Our long history as movers shows that weve been around since the start. Evolving from a 1929 Chicago horse-and-wagon operation to todays globe-spanning long-distance mover, National Van Lines excels at providing stress-reducing residential/commercial relocation and storage solutions. Whether your move is big or small, we handle it all with nationally recognized customer service, award-winning drivers and unparalleled attention to detail.",73991634,12,0,4,2,5
270,Optivate Health,Bonita Springs,Florida,Software,53,23,B-Tier,YES,AI Infrastructure,,"Optivate, formerly known as EyeMD EMR Healthcare Systems, develops software solutions for ophthalmology practices. The company provides an integrated platform that includes electronic health records (EHR), practice management, imaging, patient engagement, revenue cycle management, and optical operations tools to help streamline clinical and administrative workflows.",5000688868,0,15,2,1,5
271,R.C.M. Industries Inc.,Franklin Park,Illinois,Manufacturing,546,23,B-Tier,,Data Management,,"Founded in 1990 and headquartered in Franklin Park, Illinois, RCM Industries Inc. manufactures die casting products. The company offers CNC machining, assembly and support operations.",122196,0,15,0,3,5
272,Rawhide Inc.,Appleton,Wisconsin,Healthcare Services,159,23,B-Tier,YES,AI Infrastructure,Databases; Environmental Regulations,"Rawhide Youth Services provides community-based youth counseling and residential treatment aimed at assisting at-risk young men and women struggling with behavioral, mental, and emotional health issues. Their services include youth counseling, job training programs, and residential programs to help youth develop skills and find hope and stability. Founded in 1965, Rawhide is dedicated to transforming the lives of vulnerable youth and empowering them towards a healthier future. Their target clients are troubled teenagers and young adults in need of support and guidance.",32162498,4,8,4,2,5
273,Rice Lake Weighing Systems Inc.,Rice Lake,Wisconsin,Manufacturing,638,23,B-Tier,,Data Management,,Rice Lake Weighing Systems is a company that manufactures and distributes weight-related products and process control equipment.,90210857,0,15,0,3,5
274,Sintering Technologies Inc.,Greensburg,Indiana,Manufacturing,14,23,B-Tier,YES,Data Management,,"Sintering Technologies, Incorporated (STI) has been supplying the highest quality, technologically advanced powdered metal products in North America since 1989. STI's customers know they can rely on us to deliver the most innovative designs while maintaining stringent tolerance requirements. STI, while the dominant Valve Guide supplier in North America, also manufactures Valve Seats and Structural parts (timing pulleys, sprockets/VCT, and sensor plates) primarily for the automotive industry. The remainder of our product line supports motorcycle and lawn & garden applications. STI is owned by Hitachi Powdered Metals Co., LTD of Japan, the largest powdered-metal company in Asia. As our parent company, Hitachi supports all STI's North American operations with materials development, intricate tool design, and functional engine testing. This ensures STI abilities to meet rigorous demands of the market. As president of STI, I'm excited about the future of our company and the advances of powdered metallurgy that will continue to drive our company on the road of excellence.",107119056,0,15,2,1,5
275,The Farmers Bancorp Frankfort Indiana,Frankfort,Indiana,Finance,163,23,B-Tier,YES,Data Protection,Enterprise Contact Center; Environmental Regulations; Big Data Software,"The Farmers Bank is a locally owned and operated financial institution with 11 banking offices in Central Indiana. They offer a wide range of services including retail banking, business loans, trust and asset management, investment services, mortgage options, and electronic banking. Their intended clients include individuals seeking personal banking solutions, businesses requiring financial support, and those interested in investment and trust services. The bank emphasizes community involvement and customer support throughout their services.",63310603,6,8,2,2,5
276,Tipmont Remc,Linden,Indiana,"Energy, Utilities & Waste",115,23,B-Tier,YES,AI Infrastructure,Autonomous Intelligence and Agentic AI,"Tipmont is a Rural Electric Membership Cooperative serving eight counties around Lafayette and Crawfordsville, Indiana, providing reliable electric and internet services. The company focuses on empowering communities through energy-efficient solutions, in-home energy assessments, and fiber internet expansion. Their intended clients include residential and business customers seeking dependable utility services and community support. Tipmont is committed to high customer satisfaction and actively engages in community development initiatives.",38355497,12,0,4,2,5
277,Valeo Sylvania,Seymour,Indiana,Manufacturing,9,23,B-Tier,,Data Management,Amazon Web Services (AWS),"Valeo Sylvania is a company that operates in the Household Goods industry. It employs 5to9 people and has 1Mto5M of revenue. The company is headquartered in Seymour, Indiana.",1116070105,2,15,0,1,5
278,American Players Theatre of Wisconson Inc.,Spring Green,Wisconsin,Hospitality,77,22,B-Tier,YES,AI Infrastructure,Generative AI,"American Players Theatre is a professional theater company located in Spring Green, Wisconsin, known for its outdoor performances of classic and contemporary plays. The theater offers a variety of events, including play talks, tours, and educational programs aimed at engaging the community and enhancing the theater experience. Their intended clients include theater enthusiasts, students, and local residents looking for cultural entertainment. Additionally, APT provides dining options and special offers to enhance the visitor experience.",1884425,12,0,4,1,5
279,Apple River State Bank,Apple River,Illinois,Finance,63,22,B-Tier,YES,AI Infrastructure,Artificial Intelligence,"Apple River State Bank and First Community Bank of Galena is committed to the security of your financial and personal information. All of the company's operational and data processing systems are in a secure environment that protects your account information from being accessed by third parties. The company maintain and grant access to customer information only in accordance with the company's internal security standards. Apple River State Bank and First Community Bank of Galena has and maintains an Information Systems Security Policy. The company's policy will be updated in response to any changes in technology and any external or internal threats to information security. All new contractual relationships and existing or new service provides will include their security and confidentially provisions in all the company's future contracts with these providers. At Apple River State Bank and First Community Bank of Galena, employees' access to personally identifiable customer information is limited to those with a business reason to know such information. Employees are educated on the importance of maintaining the confidentially of customer information and on these privacy principles. The company's employees are trained on the proper disposal of nonpublic information. Any printed material containing customer information will be shredded after its use, computer disks, containing customer information, which are no longer in use will be destroyed. All information on hard drives from personal computers will be erased whenever there is a computer upgrade. Because of the importance of these issues, all Apple River State Bank and First Community Bank of Galena employees are responsible for maintaining the confidentiality of customer information and employees who violate these privacy policies will be subject to disciplinary measures.",7458416,6,8,2,1,5
280,Audioeye Inc.,Tucson,Arizona,Software,116,22,B-Tier,,AI Infrastructure,,"AudioEye is a technology company serving businesses committed to providing equal access to their digital content. AudioEye identifies and resolves issues of accessibility and enhances the user experience, making digital content more accessible and more usable for more people.",10196181,0,15,0,2,5
281,First Community Bank Of Galena,Apple River,Illinois,Finance,63,22,B-Tier,YES,AI Infrastructure,Artificial Intelligence,"Apple River State Bank and First Community Bank of Galena is committed to the security of your financial and personal information. All of the company's operational and data processing systems are in a secure environment that protects your account information from being accessed by third parties. The company maintain and grant access to customer information only in accordance with the company's internal security standards. Apple River State Bank and First Community Bank of Galena has and maintains an Information Systems Security Policy. The company's policy will be updated in response to any changes in technology and any external or internal threats to information security. All new contractual relationships and existing or new service provides will include their security and confidentially provisions in all the company's future contracts with these providers. At Apple River State Bank and First Community Bank of Galena, employees' access to personally identifiable customer information is limited to those with a business reason to know such information. Employees are educated on the importance of maintaining the confidentially of customer information and on these privacy principles. The company's employees are trained on the proper disposal of nonpublic information. Any printed material containing customer information will be shredded after its use, computer disks, containing customer information, which are no longer in use will be destroyed. All information on hard drives from personal computers will be erased whenever there is a computer upgrade. Because of the importance of these issues, all Apple River State Bank and First Community Bank of Galena employees are responsible for maintaining the confidentiality of customer information and employees who violate these privacy policies will be subject to disciplinary measures.",7458416,6,8,2,1,5
282,Goellner Inc.,,,Manufacturing,409,22,B-Tier,,Data Management,,Goellner Inc is a company that operates in the Industrial Machinery & Equipment industry. It employs 250to499 people and has 25Mto50M of revenue. The company is headquartered in the United States.,116065747,0,15,0,2,5
283,HN Precision,Lake Bluff,Illinois,Manufacturing,319,22,B-Tier,,Data Management,,"HN Precision is a leading CNC machining manufacturer with over 75 years of experience, specializing in industrial component manufacturing for CNC parts. The company offers a wide range of precision machined solutions across various markets, including Off-Highway Vehicles, Armaments, Industrial Products, and General Transportation. HN Precision provides a comprehensive suite of services, including Materials Management, Tool & Fixture design, and Program Management, catering to OEMs and Tier 1 clients. With a flexible manufacturing approach, HN Precision is equipped to handle projects of varying volumes, ensuring high-quality and timely delivery.",347180708,0,15,0,2,5
284,Medulla LLC,Oak Brook,Illinois,Business Services,580,22,B-Tier,,Default,Cloud Backup & Recovery; Fraud Protection; Environmental Regulations,"Medulla, headquartered in Oak Brook, Illinois, is a business consulting and healthcare management organization offering wellness programs and education services.",363380138,6,8,0,3,5
285,NewNet Communication,Lombard,Illinois,Telecommunications,165,22,B-Tier,,Default,,"Founded in 1988 and headquartered in Lombard, IL, NewNet Communication Technologies is a wireless communications services company. NewNet Communication Technologies provides solutions for contact centers, next-generation mobile and fixed-line networks, and secure payment transaction transport.",343285248,0,15,0,2,5
286,Royal Publishing Inc.,Peoria,Illinois,Media & Internet,114,22,B-Tier,,Default,,"Royal Publishing specializes in creating dynamic souvenir programs and publications for high school sports, theater productions, and community events. Founded in 1979, the company produces over 1,500 event programs annually, including regular season programs, tournament programs, and schedule posters. Their clientele includes individual schools and state high school associations across the United States, allowing them to provide services at the state championship level. Royal Publishing is dedicated to crafting immersive experiences that resonate with audiences and enhance the spirit of competition.",33325132,0,15,0,2,5
287,Scranton Gillette Communications,Arlington Heights,Illinois,Media & Internet,164,22,B-Tier,,Default,,"Scranton Gillette Communications is a fourth-generation family-owned business-to-business communications company, named by Folio magazine as one of the 40 fastest-growing companiesand an All Star in the magazine industry. With our depth of services and marketing expertise, supported by healthy investments in digital products, custom media opportunities and company-owned face-to-face events, SGC and our more than 100 employees continue to deliver award-winning products to our spectrum of audiences in addition to full-service marketing capabilities to our clients. Check out our current openings at site link below!",34210371,0,15,0,2,5
288,Thermotron Industries,Holland,Michigan,Manufacturing,350,22,B-Tier,,Data Management,,Thermotron develops and refines environmental testing solutions that set industry standards. Their range of products cover a multitude of environmental stresses that are capable of simulating single or multiple environmental use conditions in a variety of testing programs.,38126283,0,15,0,2,5
289,Andretti Autosport,Des Moines,Iowa,Media & Internet,7,21,B-Tier,,Default,,"Don Kay covers racing news and events, particularly focusing on the NTT IndyCar Series. The company provides updates on driver signings and sponsorship deals relevant to the racing industry. Intended clients include motorsport enthusiasts, teams, and sponsors looking for insights into the IndyCar season. The platform promotes engaging content through articles and podcasts to support the racing community.",478903533,0,15,0,1,5
290,Apostolic Christian Home For The Handicapped,Morton,Illinois,Healthcare Services,194,21,B-Tier,YES,AI Infrastructure,Environmental Regulations; Energy Storage,"We believe we are called to fulfill our vision by serving with Compassion, acting as Advocates, and by our commitment to Respect, Excellence and Safety. In 2005, the CARES acronym was developed to assist all staff in better understanding our vision as well as to help acquaint new staff. The effort and thought put forth in the development of CARES has certainly been blessed in many ways. The CARES concept is also utilized in our staff education sessions which are held periodically throughout the year. Our Staff Meetings in 2009 centered on our mission to fulfill the LifePoints vision of Caring Because God CARES. We began with a study on Character and then sought to better define and live what it means to show compassion, to act as an advocate, to show respect, to work towards excellence while keeping our homes safe for our residents and staff. The CARES philosophy continues to be an integral part of our culture at Apostolic Christian LifePoints. For the Lord does not see as man sees; for man looks at the outward appearance, but the LORD looks at the heart",1208491565,4,8,2,2,5
291,Fabricators and Manufacturers Association,Elgin,Illinois,Education,1818,21,B-Tier,YES,Default,,"Founded in 1970, Fabricators & Manufacturers Association is a professional services company that offers training and education services for people in the fabrication and metal processing industries. They are based in Elgin, Illinois.",98682213,0,8,4,4,5
292,Finance Center Federal Credit Union,Indianapolis,Indiana,Finance,125,21,B-Tier,YES,Data Protection,Enterprise Resource Planning; Capacity Planning,"Financial Center First Credit Union, based in central Indiana, serves nearly 70,000 members by offering financial coaching and guidance for a healthier financial future. They provide a range of services, including loans, credit cards, and financial education, along with attractive promotions to help clients achieve their financial goals. The credit union is committed to fostering confidence in financial management through workshops and resources. They aim to enhance members' financial lives with competitive rates and personalized services.",44764938,4,8,2,2,5
293,First Illinois Bancorp Inc.,Mendota,Illinois,Finance,287,21,B-Tier,,Data Protection,Enterprise Resource Planning; Environmental Regulations; Capacity Planning,"Founded in 1940, First State Bank is headquartered in Mendota, Illinois. They offer banking services for residents and businesses.",47027335,6,8,0,2,5
294,Grant Regional Health Center,Lancaster,Wisconsin,Hospitals & Physicians Clinics,316,21,B-Tier,,Hybrid Cloud,Cloud Computing,"Grant Regional Health Center has been providing healthcare services to Lancaster and surrounding communities since 1955. The center offers a range of medical services, including specialty care, community clinics, and mental health resources. Their intended clients include local residents seeking comprehensive medical care and support. The organization is committed to community health and actively engages in events and initiatives to enhance healthcare access and quality.",51711331,6,8,0,2,5
295,Helio Precision Products Inc.,Bellingham,Massachusetts,Manufacturing,20,21,B-Tier,,Data Management,,"Helio Precision Products Inc is a company that operates in the Industrial Machinery & Equipment industry. It employs 20to49 people and has 1Mto5M of revenue. The company is headquartered in Bellingham, Massachusetts.",1252227873,0,15,0,1,5
296,Human Service Agency,Watertown,South Dakota,Healthcare Services,247,21,B-Tier,YES,AI Infrastructure,Environmental Regulations; Docker,"The Human Service Agency is a Community Support Provider and Community Behavioral Health Center dedicated to delivering high-quality human services that empower individuals to reach their full potential. They offer a range of services including mental health support, addiction treatment, and employment services, serving over 2,700 individuals annually in Watertown, Sisseton, and Milbank. The agency prioritizes support for vulnerable populations, including pregnant women who use intravenous drugs, and collaborates with local businesses to facilitate job opportunities for individuals with disabilities. Additionally, the Human Service Agency Foundation raises funds to support special projects that enhance the lives of those they serve.",38127960,4,8,2,2,5
297,Ipsco Koppel Tubulars Corp.,Houston,Texas,Manufacturing,7,21,B-Tier,,Data Management,,"Ipsco Koppel Tubulars LLC is a company that operates in the Industrial Machinery & Equipment industry. It employs 5to9 people and has 500Kto1M of revenue. The company is headquartered in Houston, Texas.",1265499606,0,15,0,1,5
298,Metro Bank,London,Greater London,Finance,4286,21,B-Tier,YES,Data Protection,Fraud Protection,"Metro Bank is a financial institution founded in 2010 and headquartered in the United Kingdom. The bank provides retail, business, commercial, and private banking services through multiple channels including physical stores, online banking, and a mobile app. Metro Bank is known for its customer-centric approach, offering banking services seven days a week with extended hours. The institution has received recognition for its service quality in personal and business banking, including awards for its financial services. Metro Bank operates across Europe with a strong digital presence through its internet banking platform and mobile application, allowing customers to manage their finances whenever and wherever they choose.",374952679,2,8,2,4,5
299,Nishida Services Inc.,Fishers,Indiana,Business Services,317,21,B-Tier,YES,Default,Enterprise Contact Center; Flash Storage,"Nishida Services, Inc. is a leading provider of commercial cleaning services with over 40 years of experience in the industry. They offer a range of services including janitorial services, floor care and maintenance, industrial cleaning, construction cleaning, and specialized services. The company is dedicated to maintaining high-quality standards and building lasting partnerships with clients, emphasizing the importance of a clean image. Nishida Services also has expertise in managing Requests for Proposals (RFPs) and is recognized as a Minority Business Enterprise (MBE).",200950396,4,8,2,2,5
300,Polypipe Holdings Inc.,Knoxville,Tennessee,Manufacturing,77,21,B-Tier,,Data Management,,"For nearly 50 years, PolyPipe has been producing polyethylene pipe products to serve the energy industry. In fact, PolyPipe was born in the middle of the Texas energy boom of 1970s and has since expanded its capacity and product offering throughout North America. Through a lot of hard work and innovation, the PolyPipe brand has emerged as a leader in the natural gas distribution industry. The company's sole focus on natural gas distribution products, the company's selection of the most advanced raw materials, the company's commitment to responsiveness and service, and the company's dedication to the industrys development of premium pipeline integrity products are why the company's customers choose the company for their gas distribution pipe needs.",5000016353,0,15,0,1,5
301,Scotsman Industries Inc.,,,Manufacturing,68,21,B-Tier,,Data Management,,"Scotsman Industries, Inc. is the world's largest supplier of commercial ice machines with 6 manufacturing facilities, 10 major sales offices, 1,000 plus distributors, more than 5,000 service technicians and sales in over 100 countries.",1139734769,0,15,0,1,5
302,Specialty Manufacturers Inc.,Carmel,Indiana,Manufacturing,16,21,B-Tier,,Data Management,,"Specialty Manufacturers, Inc. is a plastic injection molding company located in the Heartland of America. They offer expertise and capabilities in manufacturing, along with a range of equipment and services. The company serves clients in need of high-quality plastic products and tooling solutions. Their commitment to quality is reflected in their certifications and past publications.",98894211,0,15,0,1,5
303,STATS LLC,Chicago,Illinois,Media & Internet,97,21,B-Tier,,Default,,"STATS is the world's leading sports data and technology company. From data feeds to content and athlete monitoring, STATS has solutions for pro teams and sports media companies!",1107049184,0,15,0,1,5
304,Wood-Mizer Products Inc.,Batesville,Indiana,Manufacturing,15,21,B-Tier,,Data Management,,"Wood-Mizer Products Inc is a company that operates in the Building Materials industry. It employs 10to19 people and has 1Mto5M of revenue. The company is headquartered in Batesville, Indiana.",1178759217,0,15,0,1,5
305,Awana,Chicago,Illinois,Organizations,545,20,C-Tier,YES,Default,App Analytics Companies; Digital Transformation; Fraud Protection; Enterprise Resource Planning; Environmental Regulations,"Awana is a global, nonprofit ministry committed to the belief that the greatest impact for Christ starts with kids who know, love and serve Him.Awana aims to reach kids, equip leaders, and change the world.Awana reaches kids for Christ through fun, Scripture-rich experiences that lead them to know, love and serve Him. Awana equips ministry leaders and parents to reach and disciple kids who impact their generation with the gospel. God is at work changing the world through the evangelism and long-term discipleship ministry of Awana.",3605292,10,0,2,3,5
306,Citizens State Bank,Buffalo,Texas,Finance,76,20,C-Tier,YES,Data Protection,End-to-End Encryption; Environmental Regulations,"Citizens State Bank is a community-focused financial institution established in 1925 that serves individuals and businesses across a thirteen-county region in Central Texas, including Leon, Freestone, Limestone, Madison, Robertson, Houston, Anderson, Bosque, McLennan, Ellis, Johnston, Hill, and Navarro counties. With its main office located in Buffalo, Texasstrategically positioned at the crossroads between Houston and Dallas on Interstate 45 and Highway 79Citizens State Bank has built over seventy-five years of trusted banking relationships throughout Leon County and surrounding communities. The bank operates additional locations in key regional centers including Centerville, Whitney, Itasca, and Hubbard, each positioned to serve growing and established markets across Central Texas. Citizens State Bank is a subsidiary of Industry Bancshares, Inc., a holding company formed in 1993 by local shareholders in the Industry, Texas community that also owns Industry State Bank, Fayetteville Bank, and ISB Insurance, creating a diversified financial services platform. The bank offers a comprehensive suite of banking products and services designed to enhance convenience and accessibility for its customer base, including twenty-four-hour touch-tone banking and automated teller machines at all branch locations. By combining deep local market knowledge with modern banking technology and a commitment to personalized service, Citizens State Bank serves as a reliable financial partner for both personal and commercial banking needs throughout Central Texas, supporting the region's diverse communities from rural areas to developing urban centers.",25939024,4,8,2,1,5
307,Jim's Formal Wear Co,Trenton,Illinois,Retail,500,20,C-Tier,YES,AI Infrastructure,GitHub; Environmental Regulations; Artificial Intelligence,"Jim's Formal Wear was established in 1964, headquartered in Trenton, Illinois, offering formal attire for special occasions.",64783930,10,0,2,3,5
308,C. R. Meyer and Sons Company,Oshkosh,Wisconsin,Construction,1000,19,C-Tier,,Default,Enterprise Contact Center; Fraud Protection; Environmental Regulations; Energy Storage; Databases,"C.R. Meyer & Sons is a construction management, consulting, and general contracting services provider for commercial and industrial projects. Founded 1888, the company is headquartered in Oshkosh, WI.",29364348,10,0,0,4,5
309,Central Bank Illinois,Geneseo,Illinois,Finance,178,19,C-Tier,YES,Data Protection,Environmental Regulations,"Central Bank Illinois offers a wide range of personal and business banking services, including checking and savings accounts, loans, and credit cards. Their products cater to individuals looking for personal finance solutions as well as businesses seeking financial support and management services. The bank emphasizes community involvement and provides wealth management services to help clients achieve their financial goals. With features like mobile banking and online account opening, Central Bank Illinois aims to enhance the banking experience for its customers.",351578174,2,8,2,2,5
310,Fairfield Memorial Hospital Association,Fairfield,Illinois,Hospitals & Physicians Clinics,370,19,C-Tier,YES,AI Infrastructure,Fraud Protection,"Fairfield Memorial Hospital is dedicated to providing excellence in healthcare to the communities in Southeastern Illinois, focusing on community health education, wellness, and preventive medicine. The hospital offers a range of services including pain management and senior life solutions, aimed at enhancing the quality of life for its patients. As a leading employer in the region, it prides itself on its skilled staff who deliver quality care. The intended clients include local residents seeking comprehensive healthcare services and support.",22234938,2,8,2,2,5
311,Glenview Terrace Nursing Center,Glenview,Illinois,Healthcare Services,381,19,C-Tier,YES,AI Infrastructure,,"Glenview Terrace provides comprehensive rehabilitation services aimed at facilitating swift recovery and seamless transitions for patients returning to their daily lives. Their offerings include specialized programs for orthopedic, cardiac, pulmonary, and post-transplant care, as well as individualized stroke rehabilitation and memory care. The facility is designed for both short-term and longer stays, ensuring a comfortable environment with personalized one-on-one therapy from highly skilled therapists. Glenview Terrace is dedicated to delivering exceptional care and support, making it a recommended choice for individuals in need of rehabilitation services.",49153861,0,8,4,2,5
312,Graef-USA Inc.,Milwaukee,Wisconsin,Construction,273,19,C-Tier,YES,AI Infrastructure,Environmental Regulations; Advanced Analytics; Advanced Threat Protection (ATP); Artificial Intelligence,"GRAEF Company is a full service engineering, planning, and design firm providing engineering and design solutions for clients. The company was founded in 1961 and is headquartered in Milwaukee, Wisconsin.",29083530,12,0,0,2,5
313,Marshall Browning Hospital,Du Quoin,Illinois,Hospitals & Physicians Clinics,291,19,C-Tier,,AI Infrastructure,Clustering; Environmental Regulations,"Marshall Browning Hospital is dedicated to improving the health and quality of life for the communities it serves. The hospital offers a wide range of medical services including emergency care, specialty clinics, rehabilitation, and various outpatient therapies. Its intended clients include patients seeking comprehensive healthcare services, from urgent care to specialized treatments. The facility is committed to providing exceptional care and has received recognition for its quality services.",66128081,4,8,0,2,5
314,OperationsInc LLC,Norwalk,Connecticut,Business Services,150,19,C-Tier,YES,Default,,"Founded in 2001, OperationsInc provides scalable, reliable People Strategy, Human Resources, Payroll, Recruiting, and Training services. They are headquartered in Norwalk, Connecticut.",29000297,0,8,4,2,5
315,Prairie Cardiovascular Consultants Ltd.,Springfield,Illinois,Hospitals & Physicians Clinics,261,19,C-Tier,YES,AI Infrastructure,Environmental Regulations,"Prairie Cardiovascular Consultants is a company that operates in the Physicians Clinics industry. It employs 250to499 people and has 25Mto50M of revenue. The company is headquartered in Springfield, Illinois.",1207362763,2,8,2,2,5
316,Preferred Hotel Group Inc.,Chicago,Illinois,Business Services,120,19,C-Tier,YES,Default,,"Preferred Hotel Group offers a range of hospitality services and marketing solutions primarily designed for hotels and resorts. Their services include brand merchandising, revenue distribution, and consulting, aimed at enhancing the marketing efforts of their partners. The company also operates the I Prefer Hotel Rewards program, emphasizing community, sustainability, and training in the hospitality industry. Their intended clients include hotel and resort operators looking to improve their marketing and operational strategies.",413833818,0,8,4,2,5
317,Richland Hospital Inc.,Richland Center,Wisconsin,Hospitals & Physicians Clinics,317,19,C-Tier,YES,AI Infrastructure,Enterprise Contact Center,"Richland Hospital specializes in providing exceptional rural healthcare services, having earned national recognition as a Top 100 Critical Access Hospital. Their extensive offerings include emergency care, outpatient procedures, and a variety of specialized services such as orthopedics, women's health, and diabetes care. With over 400 dedicated staff members, the hospital aims to make a significant difference in the lives of their patients. Their target clients are individuals and families seeking comprehensive healthcare solutions within Richland County and surrounding areas.",90261582,2,8,2,2,5
318,Seaton Corp.,Chicago,Illinois,Business Services,2087,19,C-Tier,YES,Default,,"TrueBlue is a workforce solutions company that connects people with job opportunities, providing tailored services to help businesses succeed across various industries. The company offers a range of staffing and recruitment solutions through its family of brands, including PeopleReady, PeopleScout, and Centerline, catering to both large enterprises and small businesses. With over three decades of experience, TrueBlue focuses on innovative technology and expertise to meet the needs of job seekers and employers alike. Additionally, they prioritize hiring veterans and assist with their transition from military to civilian careers.",62063412,0,8,2,4,5
319,Westminster Village West Lafayette Inc.,West Lafayette,Indiana,Healthcare Services,266,19,C-Tier,,AI Infrastructure,App Analytics Companies; Amazon Web Services (AWS),"Westminster Village is a Life Plan Community located in West Lafayette, Indiana, offering a full range of senior living options, including Independent Living, Assisted Living, Skilled Nursing, and Memory Care. Designed with modern amenities and a commitment to wellness, it provides residents with a vibrant lifestyle enhanced by community and social activities. As a non-profit organization, the village prioritizes residents' well-being, providing financial assistance to those in need and ensuring that all profits benefit the community. Situated near Purdue University, Westminster Village fosters connections among residents and actively participates in local charitable initiatives.",130793860,4,8,0,2,5
320,Arandell,Menomonee Falls,Wisconsin,Business Services,500,18,C-Tier,YES,Default,,"Arandell, established in 1922, offers premedia, catalogue printing, mailing, distribution, list management, database marketing, mobile solutions, logistics, and consulting services to its partners in the retail and direct mail catalogue markets. Our goal at Arandell, the nation's leading provider of omnichannel solutions and catalogues printing, is to leave a better impact on people, paper, and the environment. Arandell operates multiple plants, including ones in Walton, Kentucky, and Menomonee Falls, Wisconsin.",2556047,0,8,2,3,5
321,Bank of Mauston,Mauston,Wisconsin,Finance,68,18,C-Tier,YES,Data Protection,Environmental Regulations,"Bank of Mauston provides comprehensive estate planning and investment management services free of charge to Premier Club members. The company's Investment Advisor's office is conveniently located in the company's main office. Insurance products are not a deposit or other obligation of, or guaranteed by the bank & are not FDIC insured.",6933137,2,8,2,1,5
322,Enlivant,Chicago,Illinois,Healthcare Services,7000,18,C-Tier,,AI Infrastructure,,"Enlivant, founded in 1981 and headquartered in Chicago, Illinois, owns and operates senior assisted living and respite care communities.",358888558,0,8,0,5,5
323,Greenfield Bancshares Inc.,Greenfield,Tennessee,Finance,18,18,C-Tier,YES,Data Protection,Data Center Migration,"Greenfield Banking Company offers a range of banking services including personal and business checking accounts, savings accounts, and various loan options such as vehicle, personal, mortgage, commercial, and agriculture loans. They provide innovative products like Kasasa Checking and Savings, which offer cash back and high interest on balances. The company aims to match individual lifestyles with suitable banking solutions while continuously seeking to improve customer service and reduce borrowing costs. Their intended clients include individuals and businesses looking for comprehensive banking solutions tailored to their needs.",16728616,2,8,2,1,5
324,Healthcare Associates Credit Union,Naperville,Illinois,Finance,67,18,C-Tier,YES,Data Protection,Fraud Protection,"HealthCare Associates Credit Union, located in Metro Chicago, Illinois, provides a range of financial products and services including personal checking and savings accounts, auto loans, mortgages, and credit cards. The credit union is dedicated to benefiting its member-owners and the community by offering competitive rates and flexible loan underwriting policies. HACU also emphasizes financial education and wellness, providing resources to help members achieve their financial goals. With convenient access through branches and digital banking options, HACU aims to support its members in banking healthily.",54415113,2,8,2,1,5
325,Home Bank SB,Martinsville,Indiana,Finance,83,18,C-Tier,,Data Protection,Digital Transformation; Databases,"Home Bank was chartered in 1890 as a mutual institution which essentially means that it is owned by its depositors. Without private ownership or stockholders,",352389182,4,8,0,1,5
326,Milwaukee Center For Independence Inc.,Milwaukee,Wisconsin,Healthcare Services,770,18,C-Tier,YES,AI Infrastructure,,"CFI is a nationally recognized leader in providing disability support services, focusing on empowering individuals with disabilities to achieve greater independence. Their comprehensive programs include behavioral health services, crisis resource centers, children's health services, and employment and nutrition support. CFI aims to enrich the lives of people with disabilities and remove barriers to meaningful employment while promoting community access to nutritious food. Established in 1938, CFI is committed to building healthy, inclusive communities and has been accredited by the Commission on Accreditation of Rehabilitation Facilities for its high-quality care standards.",69289766,0,8,2,3,5
327,Receivables Management Partners,Indianapolis,Indiana,Business Services,520,18,C-Tier,,Default,Data Center Migration,"Receivables Management Partners (RMP) is a company that provides accounts receivables management services. The company was founded in 1985 and is headquartered in Indianapolis, Indiana.",20663796,2,8,0,3,5
328,Roundtable Healthcare Partners LP,Lake Forest,Illinois,Finance,25,18,C-Tier,,Data Protection,Environmental Regulations; Compliance,We build leading healthcare companies of lasting value. RoundTable creates value by partnering with healthcare companies that can benefit from our extensive industry relationships and proven operating and transaction expertise. Core Values Investments Our Team,33259803,4,8,0,1,5
329,Town Financial Corp.,Des Moines,Iowa,Finance,16,18,C-Tier,,Data Protection,Fraud Protection; Environmental Regulations,"Town Financial Corp has been providing personal loans to the Des Moines area since 1964, specializing in loans up to $5,000 and above for various needs. The company caters to clients with less-than-perfect credit, offering flexible terms, convenient due dates, and affordable monthly payments. With two locations in Des Moines, applications can be submitted over the phone, in person, or online, often yielding results in as little as one hour. Town Financial is recognized for its reliability and trustworthiness, having served the community for over 50 years.",140820634,4,8,0,1,5
330,Wild Blue Technologies,De Pere,Wisconsin,Business Services,89,18,C-Tier,YES,Default,Data Center Migration,"Wild Blue Technologies is a premier experiential design agency that specializes in brand strategy, category innovation, branded environments, and virtual experiences. They focus on creating innovative solutions that drive brand growth and expand market categories by leveraging consumer behavior insights and emerging technologies. Their services include retail brand strategy, innovation centers, and brand activations, supported by in-house fabrication and installation teams. Wild Blue aims to enhance customer relationships and boost brand presence through strategic ingenuity and accountability.",353928704,2,8,2,1,5
